Symbol,Company Name,Industry,Prior Close,5 Day Chg_x by %,4 Week Chg_x by %,52 Week Chg by %,Refinitiv,Argus Analyst,Argus A6 Quantitative,MarketEdge,Morgan Stanley,SmartConsensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment,Vs. S&P 500 4 Weeks by %,Vs. S&P 500 13 Weeks by %,Vs. S&P 500 52 Weeks by %,P/E Ratio (TTM)* by x,Price/Sales Ratio by x,Price/Book Ratio by x,Price/Cash Flow by x,Debt to Capital by x,Return on Equity by %,Return on Assets by %,EPS Growth CFY* by %,EPS Growth NFY* by %,Revenue Growth CFY* by %,Revenue Growth NFY* by %,Dividend Yield by %,Dividend Growth 5 Year by %
FL,Foot Locker Inc,Other Specialty Retailers,12.94,-0.13,-19.00,-47.00,0,0,-1,1,0,0,0,1,86.75,32.32,-4.98,136.00,0.29,0.78,10.37,13.29,0.62,0.26,-5.11,20.77,-0.33,2.21,0.00,0.00
FORM,FormFactor Inc,Semiconductors & Semiconductor Equipment ,28.54,-6.22,-1.00,-37.00,0,0,-1,1,0,0,0.5,1,2.44,-13.80,-53.08,44.52,3.10,2.46,26.92,1.33,5.74,4.77,7.83,25.00,0.18,7.14,0.00,0.00
FTRE,Fortrea Holdings Inc,Biotechnology & Medical Research,6.08,-10.74,-26.00,-84.00,0,0,-1,0.5,0,0,0,1,-32.07,-71.56,-85.40,--,0.14,0.45,0.00,58.56,-61.58,-20.50,0.00,0.00,0.00,0.00,0.00,0.00
FWRD,Forward Air Corp,Freight & Logistics Services,14.52,-8.42,-29.00,-34.00,-1,0,-1,0.5,0,-1,0.5,,0.33,-40.32,28.22,--,0.21,3.40,0.00,88.40,-149.85,-32.45,60.51,0.00,4.17,7.42,0.00,0.00
FCPT,Four Corners Property Trust Inc,Residential & Commercial REITs,27.88,-1.28,-3.00,18.00,0,0,0,-1,0,,0.5,1,-9.01,2.03,-0.30,25.26,9.88,1.89,17.06,45.62,7.62,3.97,3.74,3.60,5.68,9.81,5.26,3.86
FOXF,Fox Factory Holding Corp,Automobiles & Auto Parts,20.6,-5.28,-13.00,-48.00,0,0,0,0.5,0,0,0.5,1,8.35,-3.43,-52.33,--,0.72,1.08,0.00,43.03,-23.41,-11.93,36.09,32.60,3.11,6.32,0.00,0.00
FELE,Franklin Electric Co Inc,"Machinery, Equipment & Components",88.65,-2.45,-6.00,-13.00,0,0,0,0.5,0,-1,0,1,-9.28,-14.70,-20.80,22.55,1.95,3.04,16.65,11.23,14.11,9.72,6.74,13.11,3.78,5.67,1.23,11.51
FDP,Fresh Del Monte Produce Inc,Food & Tobacco,34.49,3.52,13.00,34.00,0,0,0,1,0,1,,1,-8.44,15.70,29.52,10.69,0.38,0.81,7.22,10.56,7.51,4.64,6.61,15.50,1.51,2.73,3.55,34.34
FRPT,Freshpet Inc,Food & Tobacco,73.4,1.93,-12.00,-30.00,1,0,0,0.5,0,0,0.5,1,6.10,-16.45,-38.33,282.44,4.08,3.95,43.75,28.93,1.54,1.03,34.41,72.80,16.02,18.68,0.00,0.00
FTDR,Frontdoor Inc,Personal &Household Products & Services,40.75,-2.45,8.00,32.00,1,0,0,1,0,1,0.5,1,24.55,-3.74,37.61,17.46,2.11,20.15,13.71,85.77,132.22,14.57,0.00,0.00,0.00,0.00,0.00,0.00
FULT,Fulton Financial Corp,Banking Services,16.85,-5.63,-7.00,7.00,1,0,0,1,0,0,0,1,-2.33,-10.16,-7.77,10.14,2.43,1.02,8.45,0.00,10.96,1.07,0.00,8.11,6.48,4.29,4.17,5.92
GIII,G-III Apparel Group Ltd,Textiles & Apparel,25.04,-1.33,-5.00,-9.00,1,0,-1,1,0,1,0,1,1.25,-0.15,-10.43,6.49,0.37,0.72,5.40,0.37,11.99,7.49,-12.22,-6.96,-2.10,-3.01,0.00,0.00
GTX,Garrett Motion Inc,Automobiles & Auto Parts,9.16,-5.89,12.00,-7.00,0,0,,1,0,1,0.5,1,14.46,20.07,13.73,8.68,0.66,0.00,6.16,189.06,0.00,11.77,0.00,0.00,0.00,0.00,2.15,0.00
GTES,Gates Industrial Corporation PLC,"Machinery, Equipment & Components",18.05,-4.06,-2.00,2.00,0,0,,1,0,0,1,1,9.64,-5.57,8.19,25.45,1.60,1.74,11.81,40.57,6.93,3.49,0.00,0.00,0.00,0.00,0.00,0.00
THRM,Gentherm Inc,Automobiles & Auto Parts,24.69,-2.64,-10.00,-51.00,0,0,0,0.5,0,0,0.5,,3.45,-14.66,-49.32,17.11,0.58,1.30,8.24,28.85,7.74,3.85,-6.87,17.51,-3.22,4.01,0.00,0.00
GNW,Genworth Financial Inc,Insurance,6.8,-4.26,-5.00,12.00,0,0,0,1,0,0,0,,-6.67,6.45,-4.33,12.82,0.39,0.32,7.82,13.56,2.73,0.40,-32.35,13.04,0.00,0.00,0.00,0.00
GEO,Geo Group Inc,Professional & Commercial Services  ,30.32,0.71,4.00,106.00,0,0,1,1,0,-1,1,1,-15.17,6.05,73.24,131.23,1.58,2.85,25.14,55.66,2.31,0.69,28.00,144.79,8.12,28.28,0.00,0.00
GTY,Getty Realty Corp,Residential & Commercial REITs,27.83,-0.53,-11.00,2.00,0,0,1,0.5,0,-1,0.5,1,-3.42,-1.73,-8.28,23.46,7.61,1.64,12.33,48.53,6.95,3.62,-0.80,8.06,4.26,7.19,6.63,5.09
ROCK,Gibraltar Industries Inc,Homebuilding & Construction Supplies,52.59,-2.83,-11.00,-26.00,1,0,0,-1,0,0,0.5,1,5.70,-4.56,-26.47,13.68,1.34,1.74,10.75,0.00,13.70,9.68,15.06,11.86,8.87,8.14,0.00,0.00
GKOS,Glaukos Corp,Healthcare Equipment & Supplies,93.81,6.08,-5.00,-3.00,0,0,0,0.5,-1,0,1,1,-4.38,-35.32,-18.05,--,13.73,7.22,0.00,8.30,-20.36,-13.02,54.84,0.00,25.37,27.60,0.00,0.00
GNL,Global Net Lease Inc,Residential & Commercial REITs,7.56,-5.26,-6.00,9.00,-1,0,1,-0.5,0,-1,0.5,0,-5.24,9.04,-11.38,--,2.31,0.90,21.85,62.79,-11.15,-2.95,53.95,-5.71,-32.06,-11.97,10.05,-6.65
GMS,GMS Inc,Homebuilding & Construction Supplies,73.22,-2.63,-1.00,-21.00,0,0,-1,1,0,0,0.5,0,-5.85,-5.28,-28.27,20.43,0.51,2.04,9.31,50.29,10.37,4.13,-27.39,2.84,-0.20,0.63,0.00,0.00
GOGO,Gogo Inc,Telecommunications Services,7.72,5.00,-11.00,-17.00,1,0,0,1,0,0,0.5,1,62.30,70.23,9.27,--,2.97,20.35,68.95,90.96,-6.47,-0.46,340.00,61.36,103.37,5.66,0.00,0.00
GDEN,Golden Entertainment Inc,Hotels & Entertainment Services,25.87,-4.03,-1.00,-19.00,1,0,-1,1,0,0,1,1,2.05,-12.03,-11.18,71.51,1.14,1.61,7.31,46.69,2.18,0.88,-68.42,62.96,-0.43,2.92,3.56,0.00
GSHD,Goosehead Insurance Inc,Insurance,94.56,-1.52,-16.00,79.00,0,0,1,-1,0,-1,0.5,1,8.04,1.95,61.56,89.40,12.36,0.00,65.72,198.44,0.00,12.83,-6.53,37.10,15.73,24.82,0.00,0.00
GVA,Granite Construction Inc,Construction & Engineering,80.29,-0.20,6.00,44.00,0,0,0,1,0,0,0.5,1,1.11,6.68,25.82,36.10,0.93,3.79,14.01,41.60,12.75,5.15,13.90,17.12,6.87,6.04,0.60,0.00
GRBK,Green Brick Partners Inc,Homebuilding & Construction Supplies,57.99,-4.58,0.00,4.00,1,0,0,1,0,1,0,1,-4.53,3.89,-2.05,7.09,1.20,1.59,6.28,16.32,24.87,19.31,-16.21,2.82,-2.16,9.95,0.00,0.00
GBX,Greenbrier Companies Inc,"Machinery, Equipment & Components",42.35,-5.08,-18.00,-19.00,1,0,0,0.5,0,0,0,1,-1.69,-15.02,-19.08,7.17,0.40,0.96,4.43,51.39,14.69,4.75,4.84,-9.62,-9.28,-2.71,2.85,3.71
GDYN,Grid Dynamics Holdings Inc,Software & IT Services,13.94,-8.70,-12.00,41.00,0,0,0,-1,0,-1,1,1,-12.15,-32.97,18.03,103.37,2.99,2.14,41.15,0.00,2.42,2.12,0.00,0.00,0.00,0.00,0.00,0.00
GFF,Griffon Corp,Homebuilding & Construction Supplies,67.14,-7.09,-4.00,-1.00,1,0,0,1,0,1,1,1,-5.47,-5.57,-7.06,14.00,1.25,14.87,10.85,87.74,110.90,9.70,11.33,11.58,-2.14,3.24,1.06,15.65
GO,Grocery Outlet Holding Corp,Food & Drug Retailing ,16.03,-3.51,18.00,-40.00,-1,0,0,1,-1,0,0,0,-20.10,-11.22,-46.39,80.06,0.30,1.12,10.14,28.74,1.43,0.55,0.00,0.00,0.00,0.00,0.00,0.00
GPI,Group 1 Automotive Inc,Other Specialty Retailers,407.11,-3.24,8.00,35.00,1,0,1,1,1,0,1,,-1.55,-4.64,26.41,12.00,0.26,1.86,9.26,62.39,16.25,5.19,4.30,6.81,11.70,3.56,0.47,11.52
GES,Guess? Inc,Other Specialty Retailers,11.8,-7.81,6.00,-55.00,1,0,0,1,0,0,0,1,-10.55,-6.26,-59.29,55.33,0.19,1.14,4.15,48.95,8.87,2.64,-25.51,16.44,4.16,3.21,10.81,16.36
FUL,H.B. Fuller Company,Chemicals,54.29,-2.92,0.00,-26.00,0,0,-1,0.5,0,0,0,1,-6.44,-2.90,-37.96,27.62,0.84,1.67,10.50,55.07,6.35,2.26,5.99,13.51,-2.36,3.48,1.71,6.56
HTO,H2O America,Water Utilities,0.0,1.45,0.00,0.00,0,0,0,0,0,1,0.5,1,-9.62,4.52,-18.28,0.00,2.33,1.28,8.34,57.14,7.49,2.17,3.83,5.37,6.18,5.65,3.21,5.92
HASI,HA Sustainable Infrastructure Capitl Inc,Investment Banking & Investment Services,25.54,-10.30,-15.00,-3.00,0,0,0,-1,1,-1,1,1,-3.54,-8.02,-29.72,22.73,8.24,1.28,22.50,65.65,5.75,1.93,6.94,10.31,3.82,12.92,6.61,-0.36
HBI,Hanesbrands Inc.,Textiles & Apparel,4.85,-3.82,-16.00,8.00,-1,0,-1,0.5,0,0,0,1,-1.83,-14.32,-7.32,--,0.51,41.02,100.79,98.18,-27.90,-1.13,35.00,9.26,-0.48,-0.55,0.00,0.00
HAFC,Hanmi Financial Corp,Banking Services,22.77,-4.79,1.00,44.00,0,0,0,1,0,1,0,1,-7.61,-1.17,29.01,10.71,2.89,0.92,9.34,0.00,8.82,0.85,21.95,9.60,13.32,7.22,4.73,0.82
HLIT,Harmonic Inc,Communications & Networking,9.31,-5.31,-5.00,0.00,0,0,0,0.5,0,0,0.5,1,-5.91,-10.62,-29.48,20.18,1.50,2.34,15.88,22.28,12.45,7.03,-34.62,76.47,-11.36,21.63,0.00,0.00
HRMY,Harmony Biosciences Holdings Inc,Pharmaceuticals,29.36,-0.29,-11.00,1.00,0,0,1,1,0,1,0.5,1,8.88,2.44,2.70,13.01,2.63,2.72,11.09,19.60,24.71,16.05,28.29,31.99,17.99,17.45,0.00,0.00
HWKN,Hawkins Inc,Chemicals,123.4,6.61,17.00,64.00,1,0,0,1,0,0,0.5,1,-5.23,24.83,31.24,31.41,2.70,5.69,21.20,24.43,19.47,11.81,8.44,7.55,10.48,4.04,0.57,8.70
HAYW,Hayward Holdings Inc,"Machinery, Equipment & Components",13.16,-4.18,-6.00,-6.00,-1,0,0,1,0,0,0,0,0.94,-0.36,-14.57,24.72,2.78,2.06,16.42,40.12,8.92,4.17,0.00,0.00,0.00,0.00,0.00,0.00
HCI,HCI Group Inc,Insurance,143.46,-0.63,-6.00,23.00,1,0,0,1,0,1,1,1,7.15,44.86,48.93,14.42,2.47,3.36,12.46,29.46,27.44,6.98,77.49,-2.51,18.37,5.93,0.98,0.00
HCSG,Healthcare Services Group Inc,Professional & Commercial Services  ,13.79,-1.24,32.00,26.00,0,0,0,1,0,0,0.5,,-0.84,38.71,14.29,25.51,0.60,2.03,18.47,0.00,8.37,5.09,56.60,8.43,5.42,4.58,0.00,0.00
HSTM,HealthStream Inc,Software & IT Services,33.16,0.91,4.00,30.00,1,0,1,-1,0,0,0.5,1,-21.35,-13.25,-7.36,44.44,2.90,2.34,13.97,0.00,5.40,3.69,-1.52,9.23,2.92,5.22,0.45,0.00
HTLD,Heartland Express Inc,Freight & Logistics Services,8.01,-3.67,-12.00,-21.00,0,0,0,0.5,0,0,-0.5,1,-2.29,-12.77,-31.11,--,0.69,0.86,4.67,19.81,-3.44,-2.04,13.16,0.00,-11.69,7.02,0.91,0.00
HSII,Heidrick & Struggles International Inc,Professional & Commercial Services  ,38.77,0.23,-11.00,27.00,1,0,0,1,0,0,0.5,1,5.43,7.32,10.10,126.85,0.79,1.92,33.03,0.00,1.71,0.80,-9.29,20.14,2.41,1.85,1.39,0.00
HELE,Helen of Troy Ltd,Household Goods,28.69,-5.80,-47.00,-69.00,0,0,-1,-1,0,-1,0.5,1,-12.38,-49.53,-75.95,5.19,0.34,0.38,3.60,35.26,7.45,4.15,-24.69,5.00,-0.91,0.87,0.00,0.00
HLX,Helix Energy Solutions Group Inc,Oil & Gas Related Equipment and Services,6.15,-6.65,-25.00,-44.00,0,0,0,0.5,0,-1,0.5,1,-11.82,-20.11,-50.80,11.25,0.70,0.61,4.48,16.76,5.64,3.24,2.78,78.38,-3.34,6.99,0.00,0.00
HP,Helmerich and Payne Inc,Oil & Gas Related Equipment and Services,19.82,-14.03,-21.00,-51.00,0,0,0,-1,-1,0,0,0,-27.44,-39.60,-61.92,7.12,0.50,0.53,2.31,42.33,7.57,3.80,-48.00,-3.85,35.87,5.76,6.40,-18.84
HFWA,Heritage Financial Corp,Banking Services,22.77,-5.19,-6.00,26.00,0,0,0,1,0,0,0.5,0,-5.95,-0.47,12.00,15.53,3.48,0.89,0.00,0.00,5.95,0.72,58.06,15.31,17.56,7.68,4.17,4.45
HTZ,Hertz Global Holdings Inc,Passenger Transportation Services,8.51,15.06,100.00,88.00,-1,0,0,1,0,0,-0.5,0,-21.20,68.94,32.70,--,0.26,0.00,4.05,101.57,-244.63,-13.46,0.00,0.00,0.00,0.00,0.00,0.00
HIW,Highwoods Properties Inc,Residential & Commercial REITs,28.41,-4.89,-3.00,10.00,0,0,0,1,-1,1,0.5,1,-3.76,3.12,1.40,18.12,3.84,1.31,6.63,57.39,7.20,2.93,-7.83,-30.19,-0.29,5.13,6.90,1.03
HI,"Hillenbrand, Inc.","Machinery, Equipment & Components",22.46,-10.50,-10.00,-54.00,0,0,0,0.5,0,0,0,1,-19.70,-37.80,-60.60,--,0.45,1.02,0.00,58.45,-18.20,-5.05,-32.83,7.17,-18.79,-7.72,4.67,1.16
HTH,Hilltop Holdings Inc.,Banking Services,29.02,-4.07,-5.00,-5.00,0,0,0,0.5,0,0,0,1,-4.70,-1.61,-14.86,15.10,1.56,0.87,11.75,0.00,5.89,0.86,-13.22,21.85,2.38,1.36,2.42,15.90
HNI,HNI Corp,Professional & Commercial Services  ,42.07,-2.81,-6.00,-1.00,0,0,0,1,0,1,0.5,1,2.89,-1.12,-5.96,16.59,0.85,2.73,8.71,34.41,17.23,7.20,12.75,15.36,3.45,3.48,2.93,1.60
HOPE,Hope Bancorp Inc,Banking Services,9.97,-4.45,-3.00,-8.00,0,0,0,1,0,0,0.5,,-7.58,-5.16,-13.70,12.88,2.76,0.57,0.00,0.00,4.44,0.54,7.06,35.16,11.04,12.05,5.56,0.00
HMN,Horace Mann Educators Corp,Insurance,41.65,1.08,-5.00,11.00,0,0,0,1,0,0,0,1,-0.69,11.20,14.49,15.60,1.08,1.31,12.42,28.95,8.97,0.80,25.39,10.25,6.62,5.73,3.25,3.41
HUBG,Hub Group Inc,Freight & Logistics Services,32.29,-4.73,-13.00,-19.00,0,0,0,0.5,0,0,0,1,-4.46,-17.04,-28.03,19.95,0.54,1.27,7.09,12.98,6.35,3.65,0.52,27.08,-4.34,6.96,1.47,0.00
IAC,IAC Inc,Software & IT Services,35.46,-3.59,-8.00,-12.00,0,0,0,0.5,0,0,1,1,-2.48,0.62,-19.67,--,0.85,0.62,0.00,23.49,-15.07,-9.21,69.95,0.00,-34.57,0.61,0.00,0.00
ICHR,Ichor Holdings Ltd,Semiconductors & Semiconductor Equipment ,21.09,-11.85,-8.00,-46.00,-1,0,-1,0.5,0,-1,0.5,,-24.78,-49.24,-61.03,--,0.64,0.81,38.02,15.33,-2.35,-1.67,327.78,92.21,11.95,6.68,0.00,0.00
ICUI,ICU Medical Inc,Healthcare Equipment & Supplies,135.9,-6.98,-3.00,43.00,0,0,-1,0.5,0,0,0.5,,-10.52,-16.09,12.46,--,1.33,1.62,26.59,43.65,-4.62,-2.21,6.75,23.19,-5.58,-0.73,0.00,0.00
PI,IMPINJ Inc,Semiconductors & Semiconductor Equipment ,90.84,-5.37,0.00,-39.00,0,0,-1,1,0,0,1,1,20.52,19.67,-39.62,--,9.19,20.76,272.74,63.88,-2.75,-0.21,-19.43,51.18,-6.69,25.60,0.00,0.00
INDB,Independent Bank Corp (Massachusetts),Banking Services,58.18,-5.57,-8.00,10.00,0,0,0,1,0,0,0,0,-1.58,-7.83,2.81,13.78,3.72,0.86,11.35,0.00,6.38,0.96,13.41,31.20,18.52,25.33,3.86,5.86
NGVT,Ingevity Corp,Chemicals,32.52,-3.68,-17.00,-32.00,0,0,-1,0.5,0,0,0.5,1,18.06,-7.45,-25.10,--,1.12,6.42,0.00,85.59,-88.14,-15.31,21.08,16.24,-5.34,4.62,0.00,0.00
IOSP,Innospec Inc,Chemicals,89.8,-2.40,-6.00,-26.00,1,0,0,0.5,0,0,0.5,1,-10.46,-12.54,-39.86,81.11,1.20,1.71,30.29,0.00,2.21,1.54,-5.74,16.49,-1.22,7.73,1.89,8.73
IIPR,Innovative Industrial Properties Inc,Residential & Commercial REITs,53.78,0.16,-16.00,-45.00,0,0,1,0.5,0,0,0,1,-2.32,-20.19,-54.55,10.67,5.10,0.83,6.97,13.09,7.76,6.45,-20.47,12.98,-12.09,3.50,13.68,21.59
INVX,Innovex International Inc,Oil & Gas Related Equipment and Services,15.9,-5.82,-11.00,-20.00,0,0,1,-1,0,-1,-0.5,,-17.07,-13.52,-31.49,3.72,1.23,1.00,4.50,2.51,19.07,15.79,27.17,-0.85,37.11,-2.32,0.00,0.00
INVA,Innoviva Inc,Pharmaceuticals,18.38,2.67,0.00,20.00,0,0,0,1,-1,0,0.5,1,-3.87,9.06,6.32,--,3.19,1.83,0.00,40.97,-8.84,-4.74,86.11,300.00,1.72,12.62,0.00,0.00
NSIT,Insight Enterprises Inc,Software & IT Services,138.89,-0.95,-9.00,-24.00,0,0,1,0.5,0,0,0.5,1,-9.02,-15.90,-41.53,26.68,0.51,2.67,14.57,37.66,11.37,2.62,1.65,8.23,1.17,4.72,0.00,0.00
INSP,Inspire Medical Systems Inc,Healthcare Equipment & Supplies,158.11,-2.50,1.00,-33.00,0,0,0,0.5,1,0,1,1,-13.38,-14.33,-17.90,66.94,5.12,6.76,57.13,0.00,10.86,9.39,29.71,42.73,18.25,17.31,0.00,0.00
IBP,Installed Building Products Inc,Construction & Engineering,167.84,-4.40,-1.00,-30.00,1,0,0,0.5,0,-1,0.5,0,-14.33,-5.18,-31.89,17.71,1.46,6.49,12.27,57.11,36.73,12.30,-13.03,8.53,-2.40,3.70,0.95,0.00
IIIN,Insteel Industries Inc,Homebuilding & Construction Supplies,33.26,-3.23,25.00,2.00,0,0,1,1,0,0,0,1,0.85,24.54,4.70,30.89,1.21,2.03,17.54,0.00,6.61,5.50,68.69,78.44,19.66,6.70,0.34,0.00
ITGR,Integer Holdings Corp,Healthcare Equipment & Supplies,122.78,-0.76,6.00,13.00,0,1,0,0.5,0,0,1,1,-8.67,-8.50,-11.71,55.57,2.36,2.57,21.47,43.96,4.98,2.43,19.06,12.04,8.88,7.27,0.00,0.00
IART,Integra Lifesciences Holdings Corp,Healthcare Equipment & Supplies,16.69,-2.69,-22.00,-41.00,0,1,0,-1,-1,0,0,1,-28.83,-39.82,-59.10,--,0.61,0.65,8.30,54.74,-1.85,-0.71,-12.50,9.82,3.51,4.38,0.00,0.00
IDCC,InterDigital Inc,Communications & Networking,194.56,-1.72,-8.00,92.00,0,0,0,1,0,1,1,1,4.10,2.55,74.52,16.86,6.76,5.89,11.89,33.47,50.29,21.40,-27.42,-32.08,-18.73,-12.36,1.13,3.34
TILE,Interface Inc,Homebuilding & Construction Supplies,18.7,-4.86,-5.00,20.00,1,0,0,1,0,1,0.5,1,-0.11,-6.95,16.81,13.62,0.88,2.26,8.92,37.76,18.22,7.19,8.22,13.29,3.11,4.96,0.20,-31.23
INSW,International Seaways Inc,Oil & Gas Related Equipment and Services,33.78,-4.96,2.00,-38.00,1,0,,1,0,0,0.5,1,2.84,2.03,-45.34,5.63,2.09,0.96,3.77,24.15,17.56,12.63,-41.03,14.22,-16.71,1.99,1.32,0.00
IPAR,Interparfums Inc,Personal &Household Products & Services,108.12,4.93,-8.00,-9.00,0,0,0,1,0,0,1,0,14.88,2.13,0.81,25.50,2.87,5.35,18.03,13.58,22.16,14.74,2.67,8.36,3.82,4.94,2.44,21.03
ITRI,Itron Inc,Electronic Equipment & Parts,109.1,-1.69,6.00,15.00,1,1,1,1,0,1,1,1,-3.44,20.34,-5.38,20.47,2.09,3.44,16.49,45.18,17.73,8.24,-3.56,9.78,0.98,5.84,0.00,0.00
JJSF,J & J Snack Foods Corp,Food & Tobacco,127.18,-3.05,-1.00,-6.00,0,0,0,-1,0,-1,0.5,-1,-18.47,-4.88,-37.25,28.92,1.38,2.34,14.79,0.06,8.20,5.64,-13.79,22.12,1.61,3.65,2.77,8.56
JACK,Jack In The Box Inc,Hotels & Entertainment Services,25.75,-15.88,-11.00,-58.00,0,0,-1,0.5,0,0,0.5,1,-20.71,-46.06,-65.95,--,0.25,0.00,0.00,231.83,0.00,-7.63,-16.13,0.00,-2.78,-1.17,8.70,1.92
JXN,Jackson Financial Inc,Insurance,77.87,-4.62,-8.00,10.00,1,0,1,1,0,0,0,1,-0.12,-0.35,-5.00,79.19,0.78,0.60,41.17,16.17,0.86,0.05,0.00,0.00,0.00,0.00,3.94,0.00
JBGS,JBG SMITH Properties,Residential & Commercial REITs,14.68,-0.30,-8.00,-3.00,-1,0,1,1,0,0,-0.5,-1,5.28,15.45,3.63,--,2.30,0.76,71.87,55.76,-8.54,-3.73,0.00,0.00,0.00,0.00,4.26,-4.90
JBTM,JBT Marel Corp,"Machinery, Equipment & Components",103.38,-3.41,-16.00,14.00,0,0,0,0.5,0,0,0,,4.65,-1.24,10.59,--,2.73,1.45,354.19,32.61,-3.97,-2.08,10.98,25.97,111.63,4.45,0.35,0.00
JBLU,JetBlue Airways Corp,Passenger Transportation Services,4.07,0.20,-26.00,-33.00,0,0,-1,0.5,0,0,0,1,17.48,-28.69,-22.25,--,0.19,0.71,4.62,77.61,-11.30,-1.86,-130.99,36.59,-2.43,7.91,0.00,0.00
JBSS,John B Sanfilippo & Son Inc,Food & Tobacco,66.5,-3.63,-4.00,-32.00,1,0,0,0.5,0,-1,,1,-17.23,-12.72,-44.74,12.76,0.64,2.05,8.67,21.88,16.58,10.24,0.00,0.00,0.00,0.00,1.41,7.78
WLY,John Wiley & Sons Inc,Professional & Commercial Services  ,43.7,-6.25,-2.00,14.00,1,0,1,-0.5,0,1,,1,-11.82,7.52,-0.99,54.75,1.31,3.22,12.29,56.42,5.77,1.56,27.70,7.04,-11.03,1.10,3.44,1.18
KAI,Kadant Inc,"Machinery, Equipment & Components",313.67,-4.15,-7.00,10.00,1,0,0,-1,0,-1,0.5,1,-8.13,-16.56,1.48,32.79,3.49,4.15,22.47,23.80,13.38,7.87,-7.30,11.54,-1.62,4.46,0.44,6.83
KALU,Kaiser Aluminum Corp,Metals & Mining,64.38,-2.65,-2.00,-36.00,1,0,0,1,0,0,0.5,1,4.97,-2.35,-33.74,26.10,0.37,1.49,6.99,57.98,6.16,1.85,96.02,34.96,8.86,7.34,4.41,5.12
KMT,Kennametal Inc,"Machinery, Equipment & Components",19.35,-1.12,-10.00,-19.00,0,0,0,1,0,1,0,0,1.47,-1.66,-26.41,15.37,0.81,1.31,6.48,32.26,8.69,4.54,-7.33,0.72,-3.46,1.79,3.76,0.00
KW,Kennedy-Wilson Holdings Inc,Real Estate Operations,6.57,-5.00,-24.00,-23.00,0,0,0,-1,0,-1,0,0,-11.09,-27.49,-46.32,--,1.61,1.09,0.00,75.84,-16.76,-1.36,-53.57,-1.16,22.59,2.98,7.89,-3.04
KREF,KKR Real Estate Finance Trust Inc,Residential & Commercial REITs,9.04,-6.92,-19.00,-8.00,0,0,-1,0.5,0,-1,1,1,-6.75,-17.56,-16.75,55.15,1.09,0.46,145.44,79.04,0.84,0.46,0.00,0.00,0.00,0.00,11.26,-10.28
KN,Knowles Corp,Electronic Equipment & Parts,16.03,-3.63,5.00,0.00,1,0,0,1,0,0,0.5,1,-1.32,-3.44,-15.09,60.91,2.59,1.91,19.41,19.99,2.68,1.86,16.48,17.92,3.39,5.68,0.00,0.00
KSS,Kohls Corp,Diversified Retail,6.98,-3.11,-17.00,-71.00,0,0,-1,0.5,-1,0,-0.5,0,8.31,-29.23,-71.22,8.35,0.06,0.24,1.06,53.38,2.83,0.79,-71.33,20.93,-5.14,-0.77,6.17,-5.69
KTB,Kontoor Brands Inc,Textiles & Apparel,60.95,-3.51,-4.00,-1.00,0,0,0,1,0,0,1,1,6.77,-16.93,-9.76,17.40,1.52,9.23,14.51,63.29,56.32,13.74,6.13,7.13,11.54,7.99,2.93,0.00
KOP,Koppers Holdings Inc.,Chemicals,25.22,-3.34,-9.00,-52.00,0,0,-1,1,0,0,0.5,0,11.47,4.00,-37.24,26.52,0.30,1.22,6.67,66.31,5.08,1.16,12.41,13.64,-1.39,-0.15,1.05,0.00
KFY,Korn Ferry,Professional & Commercial Services  ,61.47,-0.16,-9.00,1.00,1,0,0,1,0,1,0.5,0,2.75,8.41,-5.60,14.67,1.28,1.96,10.63,18.11,13.92,6.98,13.08,3.93,-1.98,2.23,2.82,20.59
KTOS,Kratos Defense and Security Solutins Inc,Aerospace & Defense,33.5,2.36,9.00,78.00,0,0,0,1,0,0,1,1,-0.73,41.82,49.35,280.72,4.64,3.89,88.60,14.65,1.45,1.00,4.08,39.22,13.12,14.57,0.00,0.00
KRYS,Krystal Biotech Inc,Biotechnology & Medical Research,169.73,-3.87,-9.00,7.00,0,0,1,-1,0,-1,1,1,-30.45,-28.16,-32.75,30.20,10.86,3.68,27.70,0.00,13.90,12.86,0.00,0.00,0.00,0.00,0.00,0.00
KLIC,Kulicke And Soffa Industries Inc,Semiconductors & Semiconductor Equipment ,32.32,-5.51,-3.00,-32.00,0,0,0,0.5,0,-1,0.5,,-5.35,-21.55,-38.21,88.74,2.46,1.98,41.21,0.00,2.29,1.76,133.33,"1,885.71",-10.41,14.32,2.54,10.76
LZB,La-Z-Boy Inc,Household Goods,39.32,-4.36,1.00,18.00,1,0,0,1,0,0,0.5,1,2.70,-0.97,8.01,14.46,0.83,1.71,10.06,0.00,12.40,6.50,-1.01,10.85,2.38,3.51,2.09,8.82
LKFN,Lakeland Financial Corp,Banking Services,54.84,-3.66,-11.00,-10.00,0,0,0,0.5,0,0,0.5,,2.19,-6.49,-11.66,16.99,5.90,2.19,15.81,0.00,13.44,1.34,3.58,7.45,6.24,4.31,3.37,10.60
LCII,LCI Industries,Automobiles & Auto Parts,78.07,-0.13,-10.00,-27.00,0,0,0,0.5,0,0,0,1,4.26,-13.11,-25.61,14.54,0.59,1.64,7.81,40.71,11.44,5.12,17.86,9.24,5.12,5.16,5.18,11.02
