Symbol,Company Name,Industry,Prior Close,5 Day Chg_x by %,4 Week Chg_x by %,52 Week Chg by %,Refinitiv,Argus Analyst,Argus A6 Quantitative,MarketEdge,Morgan Stanley,SmartConsensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment,Vs. S&P 500 4 Weeks by %,Vs. S&P 500 13 Weeks by %,Vs. S&P 500 52 Weeks by %,P/E Ratio (TTM)* by x,Price/Sales Ratio by x,Price/Book Ratio by x,Price/Cash Flow by x,Debt to Capital by x,Return on Equity by %,Return on Assets by %,EPS Growth CFY* by %,EPS Growth NFY* by %,Revenue Growth CFY* by %,Revenue Growth NFY* by %,Dividend Yield by %,Dividend Growth 5 Year by %
K,Kellanova,Food & Tobacco,82.44,-0.06,0.00,43.00,0,0,0,-1,0,0,0,1,-6.90,4.25,20.97,20.67,2.25,7.27,16.21,58.26,39.05,8.99,-2.33,4.51,0.25,2.33,2.78,0.00
KMPR,Kemper Corp,Insurance,58.98,-4.19,-13.00,1.00,0,0,1,0.5,0,0,1,1,-0.99,-0.53,-5.58,11.59,0.84,1.36,10.15,24.45,12.57,2.70,5.77,6.74,11.43,12.29,2.06,3.78
KMT,Kennametal Inc,"Machinery, Equipment & Components",19.35,-1.12,-10.00,-19.00,0,0,0,1,0,1,0,0,1.47,-1.66,-26.41,15.37,0.81,1.31,6.48,32.26,8.69,4.54,-7.33,0.72,-3.46,1.79,3.76,0.00
KW,Kennedy-Wilson Holdings Inc,Real Estate Operations,6.57,-5.00,-24.00,-23.00,0,0,0,-1,0,-1,0,0,-11.09,-27.49,-46.32,--,1.61,1.09,0.00,75.84,-16.76,-1.36,-53.57,-1.16,22.59,2.98,7.89,-3.04
KEN,Kenon Holdings Ltd,Electrical Utilities & IPPs,29.71,-0.60,-3.00,39.00,0,0,,0,0,,,1,1.05,3.99,25.82,109.30,2.29,1.07,11.77,32.27,1.16,1.27,0.00,0.00,0.00,0.00,14.54,31.73
KVUE,Kenvue Inc,Personal &Household Products & Services,23.11,-1.59,-3.00,22.00,0,0,0,1,0,0,0.5,1,-3.02,9.91,7.38,42.85,2.95,4.49,26.74,46.50,10.22,3.94,0.00,0.00,0.00,0.00,3.49,0.00
KEY,KeyCorp,Banking Services,14.87,-4.79,-7.00,0.00,0,1,0,1,0,1,0.5,1,-0.94,-6.54,-5.17,--,3.57,1.06,3439.07,0.00,-0.83,0.01,24.14,20.14,13.79,6.41,5.23,2.92
KEYS,Keysight Technologies Inc,Electronic Equipment & Parts,143.94,-1.84,-4.00,-3.00,1,0,1,1,1,0,0.5,1,5.61,-8.40,-0.37,37.97,5.45,5.08,27.61,31.61,14.30,7.60,11.80,12.98,6.27,6.69,0.00,0.00
KFRC,Kforce Inc,Professional & Commercial Services  ,42.76,-2.07,-10.00,14.00,0,0,,-1,0,-1,0,1,-12.45,-12.52,-39.79,16.14,0.55,5.60,14.27,32.18,31.45,12.95,-17.91,27.27,-5.55,4.09,3.80,16.12
KRC,Kilroy Realty Corp,Residential & Commercial REITs,32.68,-3.05,-3.00,-2.00,0,0,0,0.5,0,0,0,1,-9.23,-1.45,-15.04,18.77,3.30,0.70,6.47,45.18,3.69,1.97,-33.33,-22.88,-3.06,2.02,6.85,-1.83
KRP,Kimbell Royalty Partners LP,Oil & Gas,12.64,-3.20,-12.00,-23.00,0,0,,0.5,0,0,0.5,1,-0.69,-14.60,-28.43,990.85,4.51,2.36,10.42,22.95,0.95,2.11,0.00,0.00,9.60,3.33,13.08,-3.53
KMB,Kimberly-Clark Corp,Personal &Household Products & Services,130.90,1.75,-6.00,-3.00,0,0,1,-1,0,0,0.5,1,-0.86,5.30,-5.17,19.05,2.35,42.13,14.92,85.61,229.84,13.74,-2.74,7.32,-2.76,2.28,3.61,3.42
KIM,Kimco Realty Corp,Residential & Commercial REITs,20.49,-3.65,-3.00,11.00,0,1,-1,1,0,1,0.5,1,-5.29,-0.18,-1.46,26.95,6.74,1.32,13.39,42.67,4.86,2.39,25.00,5.71,3.79,3.12,4.85,-8.27
KMI^E07,Kinder Morgan Inc,Oil & Gas Related Equipment and Services,27.07,-2.36,-5.00,44.00,0,1,0,1,0,1,0.5,1,-4.47,7.67,28.09,23.63,3.92,1.99,11.99,50.83,8.43,3.76,10.43,6.30,8.73,4.07,4.28,3.90
KLC,KinderCare Learning Companies Inc,Personal &Household Products & Services,12.16,-3.35,1.00,0.00,0,0,,0,1,,1,1,-6.98,-40.54,0.00,--,0.52,1.58,28.45,51.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KNTK,Kinetik Holdings Inc,Oil & Gas Related Equipment and Services,43.44,-1.75,-16.00,10.00,0,0,,0.5,0,-1,0.5,1,-3.60,-21.76,-0.17,47.40,4.43,0.00,12.28,56.17,0.00,3.38,0.00,0.00,0.00,0.00,7.03,0.00
KFS,Kingsway Financial Services Inc,Insurance,8.35,8.03,3.00,-3.00,0,0,,1,0,0,,,25.55,54.28,27.04,--,2.76,56.15,0.00,73.48,-71.87,-4.66,0.00,0.00,0.00,0.00,0.00,0.00
KNSL,Kinsale Capital Group Inc,Insurance,424.19,-1.40,-13.00,12.00,0,0,1,0.5,1,0,0,1,-15.25,7.49,4.64,26.09,6.57,6.67,0.00,10.42,29.42,8.76,9.84,15.25,10.74,12.97,0.15,13.40
KEX,Kirby Corp,Freight & Logistics Services,95.78,-1.80,-4.00,-14.00,1,0,0,1,0,0,1,1,2.48,5.74,-20.29,21.26,1.85,1.82,11.14,24.82,8.95,4.97,19.60,17.15,3.62,5.43,0.00,0.00
KRG,Kite Realty Group Trust,Residential & Commercial REITs,21.86,-5.68,-2.00,3.00,1,0,0,1,0,0,0.5,1,-7.40,1.88,-7.57,350.04,5.54,1.45,11.51,46.33,0.40,0.22,"1,700.00",22.22,1.08,3.65,5.00,-4.48
KKR,KKR & Co Inc,Investment Banking & Investment Services,113.93,-5.92,-1.00,19.00,0,1,1,1,1,0,1,1,-2.01,-8.01,1.52,51.24,6.39,4.21,23.04,42.02,9.47,1.26,9.15,31.38,9.16,32.99,0.63,6.65
KIO,KKR Income Opportunities Fund,Collective Investments ,11.80,-2.30,-4.00,-12.00,0,0,,0.5,0,,,,-5.00,-1.64,-19.62,4.90,8.28,0.88,0.00,28.65,18.55,11.39,0.00,0.00,0.00,0.00,12.24,-0.54
KREF,KKR Real Estate Finance Trust Inc,Residential & Commercial REITs,9.04,-6.92,-19.00,-8.00,0,0,-1,0.5,0,-1,1,1,-6.75,-17.56,-16.75,55.15,1.09,0.46,145.44,79.04,0.84,0.46,0.00,0.00,0.00,0.00,11.26,-10.28
KVYO,Klaviyo Inc,Software & IT Services,30.37,-3.44,-5.00,25.00,0,0,,1,0,0,1,1,9.33,-20.27,23.44,--,9.23,8.73,0.00,0.00,-4.73,-3.86,0.00,28.57,25.11,21.13,0.00,0.00
KNF,Knife River Corp,Construction Materials,92.20,-3.05,3.00,18.00,1,0,0,1,0,0,1,1,-3.00,-0.11,23.37,30.49,1.87,3.89,16.90,45.44,13.75,6.23,0.00,0.00,0.00,0.00,0.00,0.00
KNX,Knight-Swift Transportation Holdings Inc,Freight & Logistics Services,38.78,-4.54,-11.00,-17.00,0,0,0,0.5,1,0,0.5,1,1.17,-14.75,-16.14,46.78,0.95,0.99,7.51,25.20,2.13,1.18,42.45,68.87,1.99,6.70,1.66,21.67
KNOP,KNOT Offshore Partners LP,Oil & Gas Related Equipment and Services,6.43,-1.97,-2.00,30.00,-1,0,,1,0,0,0.5,1,-5.38,22.26,8.61,968.61,0.69,0.45,1.85,59.68,1.38,0.89,80.49,33.78,1.32,1.25,1.60,-45.07
KN,Knowles Corp,Electronic Equipment & Parts,16.03,-3.63,5.00,0.00,1,0,0,1,0,0,0.5,1,-1.32,-3.44,-15.09,60.91,2.59,1.91,19.41,19.99,2.68,1.86,16.48,17.92,3.39,5.68,0.00,0.00
KGS,Kodiak Gas Services Inc,Oil & Gas Related Equipment and Services,35.37,-3.62,-7.00,25.00,1,0,,1,0,0,1,1,-7.41,-20.20,13.98,61.70,2.37,2.24,9.01,65.71,4.02,1.32,0.00,0.00,0.00,0.00,5.24,0.00
KSS,Kohls Corp,Diversified Retail,6.98,-3.11,-17.00,-71.00,0,0,-1,0.5,-1,0,-0.5,0,8.31,-29.23,-71.22,8.35,0.06,0.24,1.06,53.38,2.83,0.79,-71.33,20.93,-5.14,-0.77,6.17,-5.69
PHG,Koninklijke Philips NV (ADR),Healthcare Equipment & Supplies,25.26,-4.98,-2.00,19.00,0,0,,-1,0,-1,0,1,-12.38,-3.48,-22.89,81.79,1.07,1.62,13.71,39.22,0.00,0.00,1.44,11.35,0.94,3.91,3.84,0.00
KTB,Kontoor Brands Inc,Textiles & Apparel,60.95,-3.51,-4.00,-1.00,0,0,0,1,0,0,1,1,6.77,-16.93,-9.76,17.40,1.52,9.23,14.51,63.29,56.32,13.74,6.13,7.13,11.54,7.99,2.93,0.00
KOP,Koppers Holdings Inc.,Chemicals,25.22,-3.34,-9.00,-52.00,0,0,-1,1,0,0,0.5,0,11.47,4.00,-37.24,26.52,0.30,1.22,6.67,66.31,5.08,1.16,12.41,13.64,-1.39,-0.15,1.05,0.00
KORE,KORE Group Holdings Inc,Telecommunications Services,2.52,10.00,3.00,-34.00,0,0,,0,0,,0.5,1,-15.92,-2.07,-44.57,--,0.14,0.00,0.00,135.30,0.00,-28.07,0.00,0.00,0.00,0.00,0.00,0.00
KEP,Korea Electric Power Corp (ADR),Electrical Utilities & IPPs,9.00,8.63,18.00,15.00,0,0,,1,0,,,1,13.48,47.47,32.77,3.65,0.20,0.46,0.99,76.04,13.37,2.20,0.00,0.00,0.00,0.00,0.69,0.00
KF,Korea Fund Inc,Collective Investments ,20.30,0.28,1.00,-14.00,0,0,,0,0,,,,-1.30,5.11,-18.06,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11,0.00
KFY,Korn Ferry,Professional & Commercial Services  ,61.47,-0.16,-9.00,1.00,1,0,0,1,0,1,0.5,0,2.75,8.41,-5.60,14.67,1.28,1.96,10.63,18.11,13.92,6.98,13.08,3.93,-1.98,2.23,2.82,20.59
KOS^E10,Kosmos Energy Ltd,Oil & Gas,1.71,-9.71,-23.00,-71.00,0,0,,0.5,0,-1,0.5,1,-13.76,-50.61,-75.71,--,0.49,0.69,1.60,72.17,-1.15,-0.23,0.00,0.00,-6.28,10.32,0.00,0.00
KR,Kroger Co,Food & Drug Retailing ,70.37,0.52,5.00,26.00,1,1,1,1,0,1,0.5,1,-10.59,10.51,14.48,18.48,0.31,5.41,7.64,68.38,26.59,5.18,6.49,8.82,1.68,2.78,1.88,15.25
KRO,"Kronos Worldwide, Inc.",Chemicals,7.59,-3.74,1.00,-34.00,-1,0,,0.5,0,0,,1,-18.54,-21.55,-53.50,8.00,0.41,0.91,4.71,39.68,11.87,5.31,315.79,43.04,7.36,11.49,2.99,-7.79
KT,KT Corp (ADR),Telecommunications Services,18.98,-1.34,7.00,48.00,0,0,,1,0,,0.5,1,-4.11,14.02,29.07,20.49,0.48,0.78,2.85,40.01,3.80,1.39,0.00,0.00,0.00,0.00,3.90,0.00
KUKE,Kuke Music Holding Ltd - ADR,Media & Publishing,4.10,-20.14,42.00,-84.00,0,0,,0,0,,,1,-24.67,-2.14,-88.98,--,2.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KD,Kyndryl Holdings Inc,Software & IT Services,32.04,-3.39,2.00,64.00,0,0,0,1,0,1,1,0,16.28,3.69,28.08,70.44,0.61,8.34,10.94,72.67,12.09,1.33,0.00,0.00,0.00,0.00,0.00,0.00
LHX,L3Harris Technologies Inc,Aerospace & Defense,218.76,5.44,4.00,1.00,0,1,0,1,0,1,1,1,3.83,26.99,-3.57,28.35,2.10,2.35,15.51,39.04,8.49,3.88,-20.00,15.84,1.07,5.39,2.01,0.00
LZB,La-Z-Boy Inc,Household Goods,39.32,-4.36,1.00,18.00,1,0,0,1,0,0,0.5,1,2.70,-0.97,8.01,14.46,0.83,1.71,10.06,0.00,12.40,6.50,-1.01,10.85,2.38,3.51,2.09,8.82
LH,Labcorp Holdings Inc,Healthcare Providers & Services,229.60,-1.78,-1.00,9.00,0,1,1,1,1,1,1,0,-0.65,1.66,9.22,27.90,1.54,2.44,14.59,40.40,8.99,4.29,10.43,9.70,6.82,4.81,1.19,0.00
LADR,Ladder Capital Corp,Residential & Commercial REITs,10.38,-4.30,-11.00,-7.00,0,0,,0.5,0,0,1,1,-6.30,-8.13,-17.47,12.45,2.76,0.86,9.78,64.65,6.80,2.09,-21.49,22.11,-29.76,14.82,8.99,-9.73
LW,Lamb Weston Holdings Inc,Food & Tobacco,51.75,-1.49,-4.00,-38.00,0,0,0,1,0,0,0.5,1,-8.94,-5.96,-47.79,20.00,1.13,4.41,9.69,72.21,21.64,4.68,-38.39,11.82,-1.64,1.19,2.90,9.17
LB^F11,LandBridge Co LLC,Oil & Gas,74.17,-2.80,3.00,0.00,0,0,,0,0,,0.5,1,2.06,12.92,0.00,648.26,44.22,13.55,0.00,37.71,0.20,-5.58,23.36,24.85,74.59,17.42,0.51,0.00
LANV,Lanvin Group Holdings Ltd,Other Specialty Retailers,2.16,-1.30,-2.00,37.00,-1,0,,0,0,,,,1.49,15.95,36.56,--,0.86,0.00,0.00,110.79,-200.39,-29.08,0.00,0.00,0.00,0.00,0.00,0.00
LVS,Las Vegas Sands Corp.,Hotels & Entertainment Services,36.04,-4.86,-6.00,-21.00,0,0,0,0.5,0,0,1,1,2.81,-6.65,-20.60,22.33,2.53,10.50,9.49,82.04,39.21,7.42,5.29,14.64,4.20,6.00,2.49,-23.63
LTM^F15,LATAM Airlines Group SA (ADR),Passenger Transportation Services,30.55,1.21,-2.00,0.00,0,0,,0,1,,0,1,13.86,17.99,-96.85,10.36,0.87,11.73,4.86,88.30,138.69,6.98,0.00,0.00,0.00,0.00,2.74,0.00
LGI,Lazard Global Total Return & Income Fund,Collective Investments ,15.00,0.50,-2.00,-3.00,0,0,,0,0,,,,1.00,-1.19,-12.17,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.80,0.00
LAZ,Lazard Inc,Investment Banking & Investment Services,39.15,-6.62,-10.00,-1.00,0,1,0,0.5,-1,0,0,1,1.61,-13.14,-3.83,15.06,1.34,6.74,11.81,76.49,59.68,7.00,-4.27,66.96,1.02,14.46,4.63,-3.17
LCII,LCI Industries,Automobiles & Auto Parts,78.07,-0.13,-10.00,-27.00,0,0,0,0.5,0,0,0,1,4.26,-13.11,-25.61,14.54,0.59,1.64,7.81,40.71,11.44,5.12,17.86,9.24,5.12,5.16,5.18,11.02
LEA,Lear Corp,Automobiles & Auto Parts,84.66,-3.43,-4.00,-38.00,1,1,0,1,1,1,0.5,1,-0.45,-2.86,-35.07,10.61,0.21,1.04,4.29,36.41,10.00,3.50,-8.95,18.36,-5.02,3.62,3.40,0.53
LEG,Leggett & Platt Inc,Household Goods,7.27,-7.02,-9.00,-59.00,0,0,0,1,0,0,0,0,12.36,-5.02,-28.04,--,0.28,1.61,0.00,72.15,-50.35,-12.25,3.81,11.01,-5.37,1.98,2.25,-17.33
LDOS,Leidos Holdings Inc,Software & IT Services,145.75,0.98,9.00,12.00,1,1,1,1,0,1,0.5,1,2.10,27.46,-4.08,15.98,1.20,4.79,12.55,54.40,31.31,10.25,5.97,7.21,3.02,3.50,1.01,3.13
LMND,Lemonade Inc,Insurance,29.52,-1.21,-9.00,65.00,-1,0,,0.5,-1,-1,-0.5,1,-1.23,-8.07,68.75,--,4.05,4.15,0.00,15.74,-35.57,-12.41,2.46,29.86,26.50,31.23,0.00,0.00
LC,LendingClub Corp,Banking Services,10.98,-5.48,5.00,35.00,0,0,,0.5,0,0,1,1,-13.54,-22.87,-2.12,22.52,1.39,0.84,10.31,86.71,3.86,0.51,40.00,77.78,17.86,19.12,0.00,0.00
LEN,Lennar Corp,Homebuilding & Construction Supplies,108.15,-4.38,-6.00,-30.00,1,1,0,0.5,0,1,0,0,-9.49,-10.13,-36.15,7.67,0.77,1.22,7.09,13.63,14.97,10.22,-28.58,17.12,1.11,4.34,1.90,63.60
LII,Lennox International Inc,"Machinery, Equipment & Components",531.17,-3.30,-5.00,11.00,1,0,0,1,-1,1,0,1,2.94,-6.19,4.72,25.61,3.80,23.92,22.67,57.42,131.48,24.93,1.37,9.83,2.30,5.57,0.90,9.05
LEVI,Levi Strauss & Co,Textiles & Apparel,15.88,2.40,2.00,-24.00,0,0,,1,0,0,1,0,5.47,0.57,-25.08,19.88,1.12,3.48,12.67,32.81,18.03,5.95,0.00,0.00,0.00,0.00,2.90,0.00
LPL,LG Display Co Ltd (ADR),Electronic Equipment & Parts,2.89,-5.64,-8.00,-27.00,0,0,,0.5,0,,0,0,-3.55,-8.90,-25.09,--,0.15,0.66,2.49,65.17,-28.74,-5.54,91.50,0.00,-16.17,-13.47,0.00,0.00
USA,Liberty All-Star Equity Fund,Collective Investments ,6.28,-0.60,-4.00,-7.00,0,0,,1,0,,,,-0.87,-1.53,-12.08,7.43,66.51,0.95,0.00,0.49,13.18,12.96,0.00,0.00,0.00,0.00,10.27,1.47
ASG,Liberty All-Star Growth Fund Inc,Collective Investments ,4.80,-0.76,-1.00,-6.00,0,0,,1,0,,,,2.33,-0.99,-10.70,6.38,151.85,0.85,0.00,0.00,14.05,13.84,0.00,0.00,0.00,0.00,8.83,0.43
LBRT,Liberty Energy Inc,Oil & Gas Related Equipment and Services,12.27,-4.91,-23.00,-47.00,0,0,-1,0.5,1,0,0.5,1,-10.44,-30.96,-54.64,7.70,0.45,0.95,2.46,19.91,13.18,7.88,-75.40,15.22,-8.87,3.06,2.76,7.71
LTH,Life Time Group Holdings Inc,Hotels & Entertainment Services,31.23,0.00,2.00,120.00,0,0,,0.5,0,-1,0.5,1,-12.07,-7.46,58.56,30.08,2.31,2.29,12.97,35.74,8.24,2.88,0.00,0.00,0.00,0.00,0.00,0.00
LZM,Lifezone Metals Ltd,Metals & Mining,3.47,-13.06,-18.00,-56.00,-1,0,,0,0,,,,-20.79,-42.40,-62.34,--,1762.34,2.77,0.00,21.78,-69.01,-31.54,0.00,0.00,0.00,0.00,0.00,0.00
LITB,Lightinthebox Holding Co Ltd (ADR),Textiles & Apparel,1.51,21.00,17.00,-63.00,0,0,,0,0,,,,-27.11,43.73,-69.32,--,0.10,0.00,0.00,0.00,0.00,-2.54,0.00,0.00,0.00,0.00,0.00,0.00
LNC,Lincoln National Corp,Insurance,32.05,-4.19,-11.00,14.00,0,0,1,0.5,0,0,0,1,-3.88,-11.76,-6.82,4.64,0.31,0.77,0.00,41.73,18.04,0.35,2.40,6.63,2.37,1.53,5.51,3.99
LNN,Lindsay Corp,"Machinery, Equipment & Components",128.32,-3.08,2.00,11.00,1,0,0,1,0,1,0,-1,-0.73,4.70,7.56,19.51,2.30,5.08,15.18,18.23,15.38,9.73,10.32,-0.75,10.86,1.56,1.05,2.60
LION,Lionsgate Studios Corp,Media & Publishing,6.96,-1.18,-8.00,0.00,-1,0,,0,1,,0.5,,-8.57,-18.70,-37.19,--,1.20,0.00,2.84,132.64,0.00,-3.89,0.00,0.00,0.00,0.00,0.00,0.00
LAD,Lithia Motors Inc,Other Specialty Retailers,290.81,-4.01,1.00,11.00,0,0,1,1,0,0,1,1,-1.16,-10.71,7.72,9.71,0.22,1.19,6.82,66.24,12.95,3.80,10.68,12.61,4.60,6.15,0.72,11.92
LAC,Lithium Americas Corp,Metals & Mining,2.82,-10.44,7.00,-37.00,-1,0,,1,0,,0.5,1,-10.24,-2.84,-36.52,--,0.00,0.99,0.00,1.87,-9.10,-6.58,-16.67,-61.90,0.00,0.00,0.00,0.00
LAR,Lithium Argentina AG,Metals & Mining,2.12,-6.19,-1.00,0.00,0,0,,0,0,,,,-20.15,-26.42,-65.91,--,0.00,0.36,0.00,19.37,-1.49,-1.12,0.00,0.00,0.00,0.00,0.00,0.00
LYV,Live Nation Entertainment Inc,Media & Publishing,133.27,-0.68,6.00,48.00,0,0,0,1,1,0,1,1,2.17,-0.71,29.39,49.43,1.49,315.78,18.92,75.24,0.00,5.83,-21.90,27.10,11.86,8.89,0.00,0.00
LOB,Live Oak Bancshares Inc,Banking Services,27.04,-4.46,0.00,-20.00,0,0,,0.5,0,0,0,0,-4.12,-14.05,-30.81,20.71,2.41,1.20,14.51,0.00,6.10,0.47,25.44,64.15,13.22,10.77,0.44,0.00
RAMP,Liveramp Holdings Inc,Software & IT Services,26.93,13.02,3.00,-17.00,0,0,0,1,0,0,0.5,1,18.24,7.71,-5.90,--,2.99,2.30,146.48,0.00,-0.25,-0.19,25.88,18.22,7.72,9.52,0.00,0.00
LVWR,LiveWire Group Inc,Leisure Products,1.90,-21.71,0.00,-69.00,-1,0,,0,0,,,1,-54.63,-54.22,-86.10,--,8.43,2.12,0.00,0.00,-63.74,-49.02,0.00,0.00,0.00,0.00,0.00,0.00
LYG,Lloyds Banking Group PLC (ADR),Banking Services,3.96,7.05,3.00,51.00,0,0,,1,0,,0,1,2.05,33.65,35.94,12.78,1.22,1.01,12.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.14,0.00
SCD,LMP Capital And Income Fund Inc,Collective Investments ,15.24,-1.01,-4.00,0.00,0,0,,0,0,,,,-2.69,-5.77,-7.32,3.07,24.41,0.84,0.00,17.34,30.34,24.64,0.00,0.00,0.00,0.00,8.85,1.86
LDI,Loandepot Inc,Banking Services,1.08,-2.46,-12.00,-56.00,-1,0,,0,0,,-0.5,,2.50,-22.12,-46.75,--,0.27,1.49,0.00,90.57,-29.48,-2.72,80.39,0.00,18.46,15.12,0.00,0.00
LOAR,Loar Holdings Inc,Aerospace & Defense,95.60,0.78,47.00,95.00,0,0,,0,1,,1,1,-13.81,27.23,28.28,222.65,18.53,7.13,97.53,20.24,4.62,2.79,0.00,0.00,0.00,0.00,0.00,0.00
LOCL,Local Bounti Corp,Food & Tobacco,2.35,-18.22,22.00,-17.00,-1,0,,0,0,,0.5,1,-12.60,-5.99,-36.06,--,0.53,0.00,0.00,127.07,0.00,-31.03,0.00,0.00,0.00,0.00,0.00,0.00
LMT,Lockheed Martin Corp,Aerospace & Defense,476.29,1.14,8.00,4.00,1,1,1,1,1,1,0.5,1,-5.38,12.91,-9.01,20.32,1.53,16.40,15.51,75.24,82.55,9.86,-1.12,9.01,4.73,3.90,2.81,7.21
L,Loews Corp,Insurance,85.96,-1.37,-6.00,13.00,1,0,1,1,0,1,0.5,1,-4.65,10.53,4.85,14.39,1.03,1.07,0.00,33.16,7.95,1.71,0.00,0.00,0.00,0.00,0.29,0.00
LOMA,Loma Negra Compania Indl Argntna SA-ADR,Construction Materials,11.59,8.46,7.00,62.00,0,0,,1,1,,0.5,1,5.51,17.39,75.37,15.36,2.46,2.00,9.46,18.51,16.69,9.09,0.00,0.00,0.00,0.00,0.00,0.00
LPX,Louisiana-Pacific Corp,Paper & Forest Products,87.18,-2.10,-5.00,16.00,0,0,0,1,0,0,0.5,1,-1.31,-5.05,-7.03,16.15,2.17,3.78,12.24,17.06,24.36,15.42,-21.77,21.09,-0.70,7.27,1.22,7.24
LOW,Lowe's Companies Inc,Other Specialty Retailers,221.15,-3.74,-3.00,-4.00,0,1,0,0.5,1,0,0.5,1,-5.40,-4.92,-8.08,18.55,1.51,0.00,14.18,161.73,0.00,15.08,2.34,9.30,0.73,3.59,2.06,16.91
LXU,LSB Industries Inc,Chemicals,5.89,2.51,-14.00,-31.00,-1,0,-1,1,0,0,1,,28.57,-2.34,-33.05,--,1.00,1.08,10.38,50.18,-5.28,-2.19,-36.21,-35.14,9.34,-0.46,0.00,0.00
LTC,LTC Properties Inc,Residential & Commercial REITs,35.48,-1.72,0.00,9.00,0,0,0,-0.5,0,1,0,1,-7.89,5.44,-8.50,18.13,7.71,1.66,12.42,39.40,9.39,5.14,6.86,-12.39,-38.17,10.32,6.54,-1.73
LUCK,Lucky Strike Entertainment Corp,Hotels & Entertainment Services,9.36,-2.20,-5.00,-19.00,0,0,,0,0,0,0.5,1,-9.38,-13.00,-33.04,--,1.05,0.00,8.06,103.71,0.00,0.08,0.00,0.00,0.00,0.00,2.47,0.00
LU,Lufax Holding Ltd - ADR,Banking Services,2.95,-0.68,5.00,-33.00,0,0,,0,0,,-0.5,1,-7.71,3.29,-39.44,--,0.71,0.21,0.00,37.15,-3.81,-1.34,0.00,0.00,0.00,0.00,0.00,0.00
LUMN,Lumen Technologies Inc,Telecommunications Services,3.58,-8.13,-15.00,177.00,0,0,-1,0.5,-1,0,0.5,1,7.94,-14.26,170.41,--,0.30,13.62,1.51,98.39,-78.94,-0.94,-376.19,20.00,-5.50,-4.33,0.00,0.00
LFT,Lument Finance Trust Inc,Residential & Commercial REITs,2.68,-3.61,0.00,13.00,1,0,,0,0,,0.5,0,-14.33,-8.28,-10.89,12.06,1.15,0.72,0.00,77.94,5.78,1.24,-27.27,0.00,-25.84,-3.59,13.33,1.00
LUXE,LuxExperience BV-ADR,Software & IT Services,0.00,-4.62,0.00,0.00,0,0,,0,0,,0.5,0,3.11,-13.62,67.26,0.00,1.27,1.69,0.00,17.50,-8.37,-4.99,0.00,0.00,0.00,0.00,0.00,0.00
LXFR,Luxfer Holdings PLC,"Machinery, Equipment & Components",9.97,-6.58,-13.00,3.00,0,0,,1,0,,0,0,4.51,-18.20,-16.32,14.45,0.75,1.32,8.55,16.87,9.61,5.45,-12.28,18.00,0.61,3.30,4.64,0.79
LXP,LXP Industrial Trust,Residential & Commercial REITs,7.93,-0.24,-11.00,-8.00,0,0,0,0.5,0,0,0.5,1,-0.25,1.08,-13.42,42.56,6.82,1.24,9.70,42.02,2.80,1.63,0.00,0.00,-1.70,7.15,6.48,1.40
LYB,LyondellBasell Industries NV,Chemicals,58.72,-3.58,-15.00,-42.00,1,1,0,-1,1,0,0,1,-10.74,-24.00,-48.06,20.49,0.48,1.49,7.57,47.63,7.13,2.54,-40.31,52.09,-23.97,2.89,9.52,4.89
MTB,M&t Bank Corp,Banking Services,168.72,-3.41,-5.00,14.00,0,1,0,1,1,0,0.5,1,0.24,-4.21,7.21,12.10,3.11,1.10,10.12,0.00,9.63,1.24,8.74,15.14,3.40,4.11,2.99,5.47
MHO,M/I Homes Inc,Homebuilding & Construction Supplies,105.20,-3.71,-7.00,-12.00,0,0,0,0.5,0,0,0.5,1,-6.92,-6.69,-21.99,5.62,0.64,0.95,5.15,23.50,19.02,12.21,-13.75,3.94,-3.29,3.78,0.00,0.00
MTAL,MAC Copper Ltd,Metals & Mining,9.45,2.05,-5.00,-31.00,-1,0,,0,0,,0.5,,-2.60,-7.28,-30.81,--,2.41,1.48,0.00,42.67,-19.84,-6.02,0.00,0.00,0.00,0.00,0.00,0.00
MAC,Macerich Co,Residential & Commercial REITs,15.08,-4.10,-13.00,-5.00,-1,0,-1,0.5,0,0,0,1,-2.60,-21.72,-8.92,--,4.01,1.45,18.35,65.60,-4.79,-1.46,84.09,85.71,3.48,0.31,4.47,-35.39
MNR,Mach Natural Resources LP,Oil & Gas,13.98,-2.57,-9.00,-32.00,0,0,,1,0,-1,1,1,-8.27,-12.60,-38.79,8.49,1.68,1.17,3.78,25.02,12.64,6.99,0.00,0.00,0.00,0.00,20.47,0.00
M,Macy's Inc,Diversified Retail,11.59,-0.75,-13.00,-39.00,0,0,-1,0.5,0,0,0,1,1.55,-20.90,-46.18,5.78,0.14,0.73,2.27,37.91,13.56,3.57,-26.89,-0.52,-4.40,-3.15,6.12,-14.38
